"","geneID"
"78","SSTP_0000903900"
"79","SSTP_0000087500"
"80","SSTP_0000472100"
"81","SSTP_0000275100"
"82","SSTP_0000239700"
"83","SSTP_0000684100"
"84","SSTP_0000520600"
"85","SSTP_0000526300"
"86","SSTP_0000867400"
"87","SSTP_0000266200"
"88","SSTP_0000573000"
"89","SSTP_0001109900"
"90","SSTP_0000085800"
"91","SSTP_0001245300"
"92","SSTP_0000215300"
"93","SSTP_0000559400"
"94","SSTP_0001213000"
"95","SSTP_0000782800"
"96","SSTP_0000089100"
"97","SSTP_0000060600"
"98","SSTP_0000260900"
"99","SSTP_0001075100"
"100","SSTP_0000248800"
"101","SSTP_0001088500"
"102","SSTP_0000127500"
"103","SSTP_0000539800"
"104","SSTP_0000622400"
"105","SSTP_0000478200"
"106","SSTP_0000873400"
"107","SSTP_0000748800"
"108","SSTP_0000556800"
"109","SSTP_0000366100"
"110","SSTP_0000129900"
"111","SSTP_0000636100"
"112","SSTP_0001183800"
"113","SSTP_0000858000"
"114","SSTP_0000102800"
"115","SSTP_0000911800"
"116","SSTP_0000052900"
"117","SSTP_0000614100"
"118","SSTP_0000423300"
"119","SSTP_0000864200"
"120","SSTP_0000973700"
"121","SSTP_0000624400"
"122","SSTP_0001210800"
"123","SSTP_0000270800"
"124","SSTP_0000580900"
"125","SSTP_0000522100"
"126","SSTP_0001165900"
"127","SSTP_0001231900"
"128","SSTP_0001097200"
"129","SSTP_0000611200"
"130","SSTP_0001187100"
"131","SSTP_0000044100"
"132","SSTP_0000469200"
"133","SSTP_0001077600"
"134","SSTP_0000000300"
"135","SSTP_0000061700"
"136","SSTP_0000770300"
"137","SSTP_0000985300"
"138","SSTP_0000040000"
"139","SSTP_0000853100"
"140","SSTP_0000961300"
"141","SSTP_0000179500"
"142","SSTP_0000911900"
"143","SSTP_0000730000"
"144","SSTP_0000107800"
"145","SSTP_0000004100"
"146","SSTP_0000829900"
"147","SSTP_0000003600"
"148","SSTP_0000504600"
"149","SSTP_0000297800"
"150","SSTP_0000033500"
"151","SSTP_0000494200"
"152","SSTP_0000273500"
"153","SSTP_0001198900"
"154","SSTP_0001066300"
"155","SSTP_0000494400"
"156","SSTP_0001154400"
"157","SSTP_0000103600"
"158","SSTP_0000119100"
"159","SSTP_0001234900"
"160","SSTP_0000891600"
"161","SSTP_0000383100"
"162","SSTP_0000143400"
"163","SSTP_0000269800"
"164","SSTP_0000584100"
"165","SSTP_0000151800"
"166","SSTP_0000379600"
"167","SSTP_0000911300"
"168","SSTP_0000286800"
"169","SSTP_0000248100"
"170","SSTP_0000339800"
"171","SSTP_0000507900"
"172","SSTP_0000785500"
"173","SSTP_0001168700"
"174","SSTP_0000990900"
"175","SSTP_0000288700"
"176","SSTP_0000172200"
"177","SSTP_0000129000"
"178","SSTP_0001213100"
"179","SSTP_0000504100"
"180","SSTP_0000753500"
"181","SSTP_0001040900"
"182","SSTP_0000664600"
"183","SSTP_0000510400"
"184","SSTP_0000504500"
"185","SSTP_0000112800"
"186","SSTP_0000412300"
"187","SSTP_0001106900"
"188","SSTP_0001111000"
"189","SSTP_0000984700"
"190","SSTP_0000132300"
"191","SSTP_0001278100"
"192","SSTP_0000758500"
"193","SSTP_0001145500"
"194","SSTP_0001042950"
"195","SSTP_0000948800"
"196","SSTP_0000823300"
"197","SSTP_0000960700"
"198","SSTP_0000876300"
"199","SSTP_0000407800"
"200","SSTP_0001025400"
"201","SSTP_0000275600"
"202","SSTP_0000147300"
"203","SSTP_0001151300"
"204","SSTP_0000940500"
"205","SSTP_0000086600"
"206","SSTP_0001127700"
"207","SSTP_0000631700"
"208","SSTP_0000684000"
"209","SSTP_0001281900"
"210","SSTP_0000178000"
"211","SSTP_0001100100"
"212","SSTP_0000126600"
"213","SSTP_0001228900"
"214","SSTP_0001244100"
"215","SSTP_0000522300"
"216","SSTP_0000466900"
"217","SSTP_0001024100"
"218","SSTP_0000247700"
"219","SSTP_0000167300"
"220","SSTP_0001103200"
"221","SSTP_0000695200"
"222","SSTP_0000180100"
"223","SSTP_0000920600"
"224","SSTP_0000079900"
"225","SSTP_0000615000"
"226","SSTP_0000947900"
"227","SSTP_0001004100"
"228","SSTP_0001050400"
"229","SSTP_0000384900"
"230","SSTP_0001110900"
"231","SSTP_0000893200"
"232","SSTP_0000272000"
"233","SSTP_0000930900"
"234","SSTP_0001042100"
"235","SSTP_0001040800"
"236","SSTP_0001090500"
"237","SSTP_0000899200"
"238","SSTP_0000135600"
"239","SSTP_0000249800"
"240","SSTP_0000340000"
"241","SSTP_0000156700"
"242","SSTP_0000628900"
"243","SSTP_0000680200"
"244","SSTP_0001110000"
"245","SSTP_0000826400"
"246","SSTP_0000373800"
"247","SSTP_0001085200"
"248","SSTP_0000480600"
"249","SSTP_0001125700"
"250","SSTP_0000127800"
"251","SSTP_0000870600"
"252","SSTP_0000366600"
"253","SSTP_0000439300"
"254","SSTP_0001184800"
"255","SSTP_0001024900"
"256","SSTP_0000714200"
"257","SSTP_0000477900"
"258","SSTP_0000549200"
"259","SSTP_0000443900"
"260","SSTP_0000748900"
"261","SSTP_0000818600"
"262","SSTP_0000184800"
"263","SSTP_0001062700"
"264","SSTP_0000980700"
"265","SSTP_0000680100"
"266","SSTP_0000452500"
"267","SSTP_0000164800"
"268","SSTP_0000972100"
"269","SSTP_0000876200"
"270","SSTP_0001122700"
"271","SSTP_0000606100"
"272","SSTP_0001222400"
"273","SSTP_0000034700"
"274","SSTP_0000580600"
"275","SSTP_0001027300"
"276","SSTP_0001043900"
"277","SSTP_0000040650"
"278","SSTP_0000479800"
"279","SSTP_0001247500"
"280","SSTP_0001132800"
"281","SSTP_0000199800"
"282","SSTP_0000134500"
"283","SSTP_0000153000"
"284","SSTP_0000039200"
"285","SSTP_0000206600"
"286","SSTP_0000862900"
"287","SSTP_0000160900"
"288","SSTP_0000256400"
"289","SSTP_0000458600"
"290","SSTP_0000906000"
"291","SSTP_0000112300"
"292","SSTP_0000149500"
"293","SSTP_0000757700"
"294","SSTP_0001247800"
"295","SSTP_0000228600"
"296","SSTP_0000361100"
"297","SSTP_0000187500"
"298","SSTP_0001021300"
"299","SSTP_0000672700"
"300","SSTP_0000718800"
"301","SSTP_0000428100"
"302","SSTP_0000742500"
"303","SSTP_0000911700"
"304","SSTP_0000128800"
"305","SSTP_0000664400"
"306","SSTP_0001023000"
"307","SSTP_0000884600"
"308","SSTP_0000587500"
"309","SSTP_0001228600"
"310","SSTP_0000490500"
"311","SSTP_0000604900"
"312","SSTP_0001099800"
"313","SSTP_0000317300"
"314","SSTP_0000533600"
"315","SSTP_0000730100"
"316","SSTP_0000469000"
"317","SSTP_0001046300"
"318","SSTP_0000886200"
"319","SSTP_0000922100"
"320","SSTP_0000933600"
"321","SSTP_0000563400"
"322","SSTP_0000887400"
"323","SSTP_0000629900"
"324","SSTP_0000714900"
"325","SSTP_0000930100"
"326","SSTP_0001198400"
"327","SSTP_0001177600"
"328","SSTP_0000657600"
"329","SSTP_0000234700"
"330","SSTP_0001129000"
"331","SSTP_0000818800"
"332","SSTP_0000341900"
"333","SSTP_0000265200"
"334","SSTP_0000417200"
"335","SSTP_0001028400"
"336","SSTP_0000729200"
"337","SSTP_0000193200"
"338","SSTP_0000596800"
"339","SSTP_0001230700"
"340","SSTP_0001249500"
"341","SSTP_0000596100"
"342","SSTP_0001065900"
"343","SSTP_0000494100"
"344","SSTP_0000590500"
"345","SSTP_0000163500"
"346","SSTP_0000620800"
"347","SSTP_0000518600"
"348","SSTP_0000348000"
"349","SSTP_0000197700"
"350","SSTP_0001008100"
"351","SSTP_0000987700"
"352","SSTP_0001151600"
"353","SSTP_0001019800"
"354","SSTP_0000600500"
"355","SSTP_0001003100"
"356","SSTP_0001147700"
"357","SSTP_0000526100"
"358","SSTP_0000077200"
"359","SSTP_0000252300"
"360","SSTP_0000478300"
"361","SSTP_0000862000"
"362","SSTP_0000684900"
"363","SSTP_0000620600"
"364","SSTP_0001149600"
"365","SSTP_0000011100"
"366","SSTP_0000699850"
"367","SSTP_0000232000"
"368","SSTP_0000694000"
"369","SSTP_0000810300"
"370","SSTP_0000934100"
"371","SSTP_0001094700"
"372","SSTP_0000783500"
"373","SSTP_0000238500"
"374","SSTP_0000866100"
"375","SSTP_0000745700"
"376","SSTP_0000472200"
"377","SSTP_0001049900"
"378","SSTP_0000721800"
"379","SSTP_0001272500"
"380","SSTP_0001223400"
"381","SSTP_0000717000"
"382","SSTP_0000188000"
"383","SSTP_0001236400"
"384","SSTP_0000372200"
"385","SSTP_0000777300"
"386","SSTP_0000050600"
"387","SSTP_0000164700"
"388","SSTP_0000830800"
"389","SSTP_0001181600"
"390","SSTP_0000179000"
"391","SSTP_0000658200"
"392","SSTP_0001025300"
"393","SSTP_0000902300"
"394","SSTP_0000958700"
"395","SSTP_0001041900"
"396","SSTP_0000900700"
"397","SSTP_0000159800"
"398","SSTP_0001045800"
"399","SSTP_0000267000"
"400","SSTP_0000126100"
"401","SSTP_0001021800"
"402","SSTP_0001017900"
"403","SSTP_0000746900"
"404","SSTP_0001113600"
"405","SSTP_0000628700"
"406","SSTP_0001077400"
"407","SSTP_0000679500"
"408","SSTP_0000331900"
"409","SSTP_0000221000"
"410","SSTP_0000220900"
"411","SSTP_0000718100"
"412","SSTP_0001184700"
"413","SSTP_0001095800"
"414","SSTP_0000884700"
"415","SSTP_0000493600"
"416","SSTP_0000475700"
"417","SSTP_0000708900"
"418","SSTP_0000883300"
"419","SSTP_0000903800"
"420","SSTP_0000135800"
"421","SSTP_0000158700"
"422","SSTP_0000152100"
"423","SSTP_0000739000"
"424","SSTP_0000616900"
"425","SSTP_0000746600"
"426","SSTP_0000151900"
"427","SSTP_0000688000"
"428","SSTP_0000314800"
"429","SSTP_0000220000"
"430","SSTP_0000031900"
"431","SSTP_0000139200"
"432","SSTP_0001171600"
"433","SSTP_0001022600"
"434","SSTP_0000330500"
"435","SSTP_0001241600"
"436","SSTP_0001232500"
"437","SSTP_0000532700"
"438","SSTP_0001188100"
"439","SSTP_0000255200"
"440","SSTP_0000761300"
"441","SSTP_0000915900"
"442","SSTP_0001042200"
"443","SSTP_0001201700"
"444","SSTP_0001027200"
"445","SSTP_0000626000"
"446","SSTP_0000206900"
"447","SSTP_0000664500"
"448","SSTP_0000602900"
"449","SSTP_0000442200"
"450","SSTP_0000674600"
"451","SSTP_0000909200"
"452","SSTP_0000169200"
"453","SSTP_0001253000"
"454","SSTP_0000680600"
"455","SSTP_0000370800"
"456","SSTP_0000156300"
"457","SSTP_0000125700"
"458","SSTP_0000739300"
"459","SSTP_0000581500"
"460","SSTP_0001216900"
"461","SSTP_0001094150"
"462","SSTP_0000048400"
"463","SSTP_0000659400"
"464","SSTP_0000127100"
"465","SSTP_0000597900"
"466","SSTP_0000995000"
"467","SSTP_0000035100"
"468","SSTP_0000169300"
"469","SSTP_0000208900"
"470","SSTP_0000798000"
"471","SSTP_0000187900"
"472","SSTP_0000668000"
"473","SSTP_0000417800"
"474","SSTP_0000084300"
"475","SSTP_0000523300"
"476","SSTP_0000869000"
"477","SSTP_0000529300"
"478","SSTP_0001024300"
"479","SSTP_0001048200"
"480","SSTP_0001274800"
"481","SSTP_0001119000"
"482","SSTP_0000284800"
"483","SSTP_0000700800"
"484","SSTP_0000701400"
"485","SSTP_0001042000"
"486","SSTP_0000622000"
"487","SSTP_0000373600"
"488","SSTP_0000894800"
"489","SSTP_0000113100"
"490","SSTP_0000207500"
"491","SSTP_0000186400"
"492","SSTP_0000049700"
"493","SSTP_0000471700"
"494","SSTP_0000438100"
"495","SSTP_0000632400"
"496","SSTP_0000650350"
"497","SSTP_0000578000"
"498","SSTP_0000277600"
"499","SSTP_0000996500"
"500","SSTP_0000012300"
"501","SSTP_0001252600"
"502","SSTP_0000554400"
"503","SSTP_0000910200"
"504","SSTP_0000667800"
"505","SSTP_0001157900"
"506","SSTP_0000035700"
"507","SSTP_0000664300"
"508","SSTP_0000884500"
"509","SSTP_0000247600"
"510","SSTP_0000199900"
"511","SSTP_0000876400"
"512","SSTP_0000248700"
"513","SSTP_0000923700"
"514","SSTP_0001097000"
"515","SSTP_0001168400"
"516","SSTP_0000227500"
"517","SSTP_0000162900"
"518","SSTP_0000621900"
"519","SSTP_0000866400"
"520","SSTP_0000797600"
"521","SSTP_0000041300"
"522","SSTP_0000729000"
"523","SSTP_0000678000"
"524","SSTP_0000228500"
"525","SSTP_0000149200"
"526","SSTP_0001211400"
"527","SSTP_0000164500"
"528","SSTP_0000431300"
"529","SSTP_0000147200"
"530","SSTP_0000538900"
"531","SSTP_0000223800"
"532","SSTP_0000226900"
"533","SSTP_0000095600"
"534","SSTP_0000249000"
"535","SSTP_0000647400"
"536","SSTP_0001282900"
"537","SSTP_0000841900"
"538","SSTP_0000132400"
"539","SSTP_0000838500"
"540","SSTP_0000923300"
"541","SSTP_0000961400"
"542","SSTP_0000475600"
"543","SSTP_0000717100"
"544","SSTP_0000909300"
"545","SSTP_0001091200"
"546","SSTP_0000403500"
"547","SSTP_0000264700"
"548","SSTP_0000332500"
"549","SSTP_0000759000"
"550","SSTP_0000908700"
"551","SSTP_0000264200"
"552","SSTP_0001135100"
"553","SSTP_0000826600"
"554","SSTP_0000724400"
"555","SSTP_0000041000"
"556","SSTP_0001073800"
"557","SSTP_0000732300"
"558","SSTP_0000040200"
"559","SSTP_0000225600"
"560","SSTP_0000758700"
"561","SSTP_0000566400"
"562","SSTP_0000272400"
"563","SSTP_0000490800"
"564","SSTP_0000348800"
"565","SSTP_0001018800"
"566","SSTP_0000601000"
"567","SSTP_0000739100"
"568","SSTP_0000898000"
"569","SSTP_0000866600"
"570","SSTP_0001025800"
"571","SSTP_0000442700"
"572","SSTP_0001180900"
"573","SSTP_0000384300"
"574","SSTP_0000900000"
"575","SSTP_0001169100"
"576","SSTP_0000713900"
"577","SSTP_0000615100"
"578","SSTP_0001167800"
"579","SSTP_0000709500"
"580","SSTP_0000012400"
"581","SSTP_0000275500"
"582","SSTP_0000264500"
"583","SSTP_0001056300"
"584","SSTP_0000197600"
"585","SSTP_0000163000"
"586","SSTP_0000238800"
"587","SSTP_0000627000"
"588","SSTP_0000967600"
"589","SSTP_0000740600"
"590","SSTP_0000919700"
"591","SSTP_0000944500"
"592","SSTP_0000685700"
"593","SSTP_0000532200"
"594","SSTP_0001128600"
"595","SSTP_0000781000"
"596","SSTP_0000214600"
"597","SSTP_0000538200"
"598","SSTP_0000890300"
"599","SSTP_0001101900"
"600","SSTP_0001212200"
"601","SSTP_0001195000"
"602","SSTP_0001226600"
"603","SSTP_0000527100"
"604","SSTP_0000429000"
"605","SSTP_0000001400"
"606","SSTP_0000228000"
"607","SSTP_0000185300"
"608","SSTP_0000525200"
"609","SSTP_0000361400"
"610","SSTP_0000877500"
"611","SSTP_0001100300"
"612","SSTP_0000628200"
"613","SSTP_0000230900"
"614","SSTP_0000825200"
"615","SSTP_0000486700"
"616","SSTP_0000479300"
"617","SSTP_0000418700"
"618","SSTP_0000871200"
"619","SSTP_0000206700"
"620","SSTP_0000801100"
"621","SSTP_0000533100"
"622","SSTP_0000530500"
"623","SSTP_0001019700"
"624","SSTP_0001059000"
"625","SSTP_0000659000"
"626","SSTP_0000536900"
"627","SSTP_0001129200"
"628","SSTP_0001094500"
"629","SSTP_0000201000"
"630","SSTP_0000131700"
"631","SSTP_0001124700"
"632","SSTP_0001229000"
"633","SSTP_0000832700"
"634","SSTP_0001149500"
"635","SSTP_0000816100"
"636","SSTP_0001048500"
"637","SSTP_0001123300"
"638","SSTP_0000061800"
"639","SSTP_0000701800"
"640","SSTP_0001243900"
"641","SSTP_0000233500"
"642","SSTP_0001211900"
"643","SSTP_0000512900"
"644","SSTP_0001004150"
"645","SSTP_0000967800"
"646","SSTP_0000809100"
"647","SSTP_0000223100"
"648","SSTP_0000570000"
"649","SSTP_0000970700"
"650","SSTP_0001020300"
"651","SSTP_0000696600"
"652","SSTP_0001212400"
"653","SSTP_0000445200"
"654","SSTP_0000667400"
"655","SSTP_0000758400"
"656","SSTP_0000730200"
"657","SSTP_0000334300"
"658","SSTP_0000737300"
"659","SSTP_0000778200"
"660","SSTP_0000383400"
"661","SSTP_0000247900"
"662","SSTP_0000649800"
"663","SSTP_0000742400"
"664","SSTP_0000628500"
"665","SSTP_0000511800"
"666","SSTP_0000594000"
"667","SSTP_0001211100"
"668","SSTP_0001041700"
"669","SSTP_0000365700"
"670","SSTP_0000085600"
"671","SSTP_0000108500"
"672","SSTP_0001046600"
"673","SSTP_0000115500"
"674","SSTP_0001026700"
"675","SSTP_0000611700"
"676","SSTP_0000233900"
"677","SSTP_0000033600"
"678","SSTP_0000680400"
"679","SSTP_0001188200"
"680","SSTP_0000898400"
"681","SSTP_0000634900"
"682","SSTP_0000152800"
"683","SSTP_0000362300"
"684","SSTP_0000050700"
"685","SSTP_0000760900"
"686","SSTP_0000148200"
"687","SSTP_0000982500"
"688","SSTP_0000921300"
"689","SSTP_0001256600"
"690","SSTP_0000151300"
"691","SSTP_0000932400"
"692","SSTP_0000567900"
"693","SSTP_0001123600"
"694","SSTP_0000265000"
"695","SSTP_0000124600"
"696","SSTP_0000643700"
"697","SSTP_0000244700"
"698","SSTP_0000224800"
"699","SSTP_0001253200"
"700","SSTP_0000662300"
"701","SSTP_0000270600"
"702","SSTP_0000384000"
"703","SSTP_0000881900"
"704","SSTP_0000856200"
"705","SSTP_0000284300"
"706","SSTP_0000864300"
"707","SSTP_0000945100"
"708","SSTP_0000247800"
"709","SSTP_0000793500"
"710","SSTP_0000592700"
"711","SSTP_0000493300"
"712","SSTP_0000128900"
"713","SSTP_0001128900"
"714","SSTP_0000096500"
"715","SSTP_0000362200"
"716","SSTP_0000713300"
"717","SSTP_0000614300"
"718","SSTP_0000630200"
"719","SSTP_0000668100"
"720","SSTP_0000929800"
"721","SSTP_0000209400"
"722","SSTP_0001230800"
"723","SSTP_0001237500"
"724","SSTP_0001018600"
"725","SSTP_0000424800"
"726","SSTP_0000775900"
"727","SSTP_0001268400"
"728","SSTP_0000468400"
"729","SSTP_0000103500"
"730","SSTP_0000087300"
"731","SSTP_0001027500"
"732","SSTP_0000034400"
"733","SSTP_0000535200"
"734","SSTP_0000274900"
"735","SSTP_0000885666"
"736","SSTP_0000916200"
"737","SSTP_0000486400"
"738","SSTP_0000617200"
"739","SSTP_0000211300"
"740","SSTP_0000099900"
"741","SSTP_0000088600"
"742","SSTP_0001211200"
"743","SSTP_0000614700"
"744","SSTP_0000804800"
"745","SSTP_0001218600"
"746","SSTP_0000165900"
"747","SSTP_0000859200"
"748","SSTP_0001019400"
"749","SSTP_0000627200"
"750","SSTP_0001089600"
"751","SSTP_0000223900"
"752","SSTP_0000479400"
"753","SSTP_0001121600"
"754","SSTP_0000253000"
"755","SSTP_0000135300"
"756","SSTP_0001256300"
"757","SSTP_0001098500"
"758","SSTP_0000276800"
"759","SSTP_0000828900"
"760","SSTP_0001130100"
"761","SSTP_0000588300"
"762","SSTP_0000458400"
"763","SSTP_0000197900"
"764","SSTP_0000197200"
"765","SSTP_0001206100"
"766","SSTP_0001244700"
"767","SSTP_0000796000"
"768","SSTP_0000587900"
"769","SSTP_0000563100"
"770","SSTP_0001248600"
"771","SSTP_0000034900"
"772","SSTP_0000855700"
"773","SSTP_0000733800"
"774","SSTP_0000473800"
"775","SSTP_0000570900"
"776","SSTP_0000536000"
"777","SSTP_0001256700"
"778","SSTP_0000247300"
"779","SSTP_0000881500"
"780","SSTP_0000609300"
"781","SSTP_0000138700"
"782","SSTP_0001118100"
"783","SSTP_0000271900"
"784","SSTP_0000946200"
"785","SSTP_0000875200"
"786","SSTP_0000386700"
"787","SSTP_0000208200"
"788","SSTP_0000095000"
"789","SSTP_0000050200"
"790","SSTP_0001283200"
"791","SSTP_0000033400"
"792","SSTP_0000229200"
"793","SSTP_0000156250"
"794","SSTP_0000482000"
"795","SSTP_0001157400"
"796","SSTP_0000855500"
"797","SSTP_0000060800"
"798","SSTP_0000271700"
"799","SSTP_0000622200"
"800","SSTP_0001211500"
"801","SSTP_0001018400"
"802","SSTP_0000028200"
"803","SSTP_0000533400"
"804","SSTP_0000157600"
"805","SSTP_0001133300"
"806","SSTP_0001148700"
"807","SSTP_0001043400"
"808","SSTP_0000157900"
"809","SSTP_0000309400"
"810","SSTP_0001278700"
"811","SSTP_0001182800"
"812","SSTP_0000198700"
"813","SSTP_0000050500"
"814","SSTP_0000084000"
"815","SSTP_0000164600"
"816","SSTP_0001045200"
"817","SSTP_0000893300"
"818","SSTP_0000659800"
"819","SSTP_0000431000"
"820","SSTP_0000865500"
"821","SSTP_0000809900"
"822","SSTP_0001244400"
"823","SSTP_0000214400"
"824","SSTP_0000671700"
"825","SSTP_0000479000"
"826","SSTP_0001089100"
"827","SSTP_0001255600"
"828","SSTP_0000641200"
"829","SSTP_0000382100"
"830","SSTP_0001199000"
"831","SSTP_0000573400"
"832","SSTP_0000471300"
"833","SSTP_0001017200"
"834","SSTP_0000136500"
"835","SSTP_0000590600"
"836","SSTP_0000491000"
"837","SSTP_0000270100"
"838","SSTP_0000275200"
"839","SSTP_0000604000"
"840","SSTP_0001028300"
"841","SSTP_0001096000"
"842","SSTP_0000192100"
"843","SSTP_0001125200"
"844","SSTP_0001130900"
"845","SSTP_0000895300"
"846","SSTP_0000865400"
"847","SSTP_0000861000"
"848","SSTP_0000868700"
"849","SSTP_0000955200"
"850","SSTP_0000146800"
"851","SSTP_0000891200"
"852","SSTP_0000375300"
"853","SSTP_0000490000"
"854","SSTP_0001210900"
"855","SSTP_0000244900"
"856","SSTP_0001133500"
"857","SSTP_0000485500"
"858","SSTP_0000840500"
"859","SSTP_0000349000"
"860","SSTP_0000824600"
"861","SSTP_0000230600"
"862","SSTP_0001026900"
"863","SSTP_0000950200"
"864","SSTP_0000745200"
"865","SSTP_0001103900"
"866","SSTP_0000732200"
"867","SSTP_0000623100"
"868","SSTP_0000301800"
"869","SSTP_0000836700"
"870","SSTP_0000790400"
"871","SSTP_0000034500"
"872","SSTP_0001212600"
"873","SSTP_0001188300"
"874","SSTP_0001280500"
"875","SSTP_0000488300"
"876","SSTP_0001101200"
"877","SSTP_0000012500"
"878","SSTP_0001229100"
"879","SSTP_0000632800"
"880","SSTP_0000612700"
"881","SSTP_0000023700"
"882","SSTP_0001227200"
"883","SSTP_0000348600"
"884","SSTP_0001244900"
"885","SSTP_0001050500"
"886","SSTP_0000912000"
"887","SSTP_0000167800"
"888","SSTP_0000363900"
"889","SSTP_0001122000"
"890","SSTP_0000849700"
"891","SSTP_0000049400"
"892","SSTP_0000933000"
"893","SSTP_0000410000"
"894","SSTP_0001019200"
"895","SSTP_0000823600"
"896","SSTP_0001087300"
"897","SSTP_0000207100"
"898","SSTP_0000702300"
"899","SSTP_0000802100"
"900","SSTP_0000584000"
"901","SSTP_0000700400"
"902","SSTP_0000233800"
"903","SSTP_0001017400"
"904","SSTP_0000453300"
"905","SSTP_0000625200"
"906","SSTP_0000031100"
"907","SSTP_0000266400"
"908","SSTP_0001025100"
"909","SSTP_0000686400"
"910","SSTP_0001271750"
"911","SSTP_0000729100"
"912","SSTP_0000085100"
"913","SSTP_0000063200"
"914","SSTP_0001189600"
"915","SSTP_0000732700"
"916","SSTP_0001238200"
"917","SSTP_0000780000"
"918","SSTP_0000634800"
"919","SSTP_0000633800"
"920","SSTP_0001193100"
"921","SSTP_0000885700"
"922","SSTP_0000395300"
"923","SSTP_0000482966"
"924","SSTP_0001028700"
"925","SSTP_0001246750"
"926","SSTP_0000798300"
"927","SSTP_0000964200"
"928","SSTP_0001225700"
"929","SSTP_0000427500"
"930","SSTP_0000354400"
"931","SSTP_0001188400"
"932","SSTP_0000375500"
"933","SSTP_0000774700"
"934","SSTP_0000154600"
"935","SSTP_0000667500"
"936","SSTP_0000206000"
"937","SSTP_0001242300"
"938","SSTP_0000051200"
"939","SSTP_0000923000"
"940","SSTP_0001153300"
"941","SSTP_0001251700"
"942","SSTP_0001212900"
"943","SSTP_0000374700"
"944","SSTP_0000143600"
"945","SSTP_0000075300"
"946","SSTP_0000097900"
"947","SSTP_0000882000"
"948","SSTP_0000031700"
"949","SSTP_0000731800"
"950","SSTP_0000446200"
"951","SSTP_0000832200"
"952","SSTP_0001248800"
"953","SSTP_0000742300"
"954","SSTP_0000272200"
"955","SSTP_0000060500"
"956","SSTP_0000828100"
"957","SSTP_0000168900"
"958","SSTP_0000245200"
"959","SSTP_0001044300"
"960","SSTP_0000413700"
"961","SSTP_0000920200"
"962","SSTP_0000967400"
"963","SSTP_0001172800"
"964","SSTP_0000077400"
"965","SSTP_0000640200"
"966","SSTP_0001129500"
"967","SSTP_0001074000"
"968","SSTP_0001049500"
"969","SSTP_0000223400"
"970","SSTP_0001086400"
"971","SSTP_0000455800"
"972","SSTP_0000786500"
"973","SSTP_0000839200"
"974","SSTP_0000147000"
"975","SSTP_0001124200"
"976","SSTP_0000486000"
"977","SSTP_0001111500"
"978","SSTP_0000368300"
"979","SSTP_0000172500"
"980","SSTP_0000967300"
"981","SSTP_0000637700"
"982","SSTP_0001174700"
"983","SSTP_0000847700"
"984","SSTP_0000089700"
"985","SSTP_0000511900"
"986","SSTP_0000300400"
"987","SSTP_0001245200"
"988","SSTP_0001224500"
"989","SSTP_0001093400"
"990","SSTP_0000528000"
"991","SSTP_0000482933"
"992","SSTP_0001057100"
"993","SSTP_0000048800"
"994","SSTP_0001052400"
"995","SSTP_0000627900"
"996","SSTP_0001098200"
"997","SSTP_0000524500"
"998","SSTP_0000503800"
"999","SSTP_0000126700"
