"","geneID"
"190","SRAE_1000350300"
"191","SRAE_X000115200"
"192","SRAE_1000289500"
"193","SRAE_0000009700"
"194","SRAE_X000029000"
"195","SRAE_2000319600"
"196","SRAE_1000188400"
"197","SRAE_2000221200"
"198","SRAE_2000405900"
"199","SRAE_1000014900"
"200","SRAE_2000399200"
"201","SRAE_0000031400"
"202","SRAE_2000512600"
"203","SRAE_2000128000"
"204","SRAE_1000268100"
"205","SRAE_1000107800"
"206","SRAE_2000475100"
"207","SRAE_X000059900"
"208","SRAE_1000259100"
"209","SRAE_X000137200"
"210","SRAE_0000003400"
"211","SRAE_X000035700"
"212","SRAE_2000068800"
"213","SRAE_2000504350"
"214","SRAE_X000130900"
"215","SRAE_X000139100"
"216","SRAE_X000000500"
"217","SRAE_X000186400"
"218","SRAE_X000032500"
"219","SRAE_X000097500"
"220","SRAE_X000024100"
"221","SRAE_2000254300"
"222","SRAE_2000175400"
"223","SRAE_X000235600"
"224","SRAE_1000243600"
"225","SRAE_2000522000"
"226","SRAE_1000148400"
"227","SRAE_1000016500"
"228","SRAE_1000322900"
"229","SRAE_X000101200"
"230","SRAE_X000149900"
"231","SRAE_2000465600"
"232","SRAE_X000111600"
"233","SRAE_2000355000"
"234","SRAE_X000058200"
"235","SRAE_X000230000"
"236","SRAE_0000044800"
"237","SRAE_0000039300"
"238","SRAE_X000173600"
"239","SRAE_1000065500"
"240","SRAE_2000085500"
"241","SRAE_X000080400"
"242","SRAE_X000257400"
"243","SRAE_X000209900"
"244","SRAE_1000090500"
"245","SRAE_1000181200"
"246","SRAE_X000238800"
"247","SRAE_2000173300"
"248","SRAE_2000514800"
"249","SRAE_1000285500"
"250","SRAE_X000162000"
"251","SRAE_2000092800"
"252","SRAE_1000046600"
"253","SRAE_1000252000"
"254","SRAE_X000117300"
"255","SRAE_X000063400"
"256","SRAE_1000211500"
"257","SRAE_X000225850"
"258","SRAE_2000105600"
"259","SRAE_1000059800"
"260","SRAE_2000211700"
"261","SRAE_X000040800"
"262","SRAE_2000391400"
"263","SRAE_2000041300"
"264","SRAE_1000100000"
"265","SRAE_2000146800"
"266","SRAE_2000234300"
"267","SRAE_0000022600"
"268","SRAE_X000161900"
"269","SRAE_1000299900"
"270","SRAE_2000147400"
"271","SRAE_2000455000"
"272","SRAE_2000377500"
"273","SRAE_2000146600"
"274","SRAE_2000285200"
"275","SRAE_1000009600"
"276","SRAE_1000088900"
"277","SRAE_0000045700"
"278","SRAE_2000314300"
"279","SRAE_X000203800"
"280","SRAE_1000277900"
"281","SRAE_2000491900"
"282","SRAE_2000214000"
"283","SRAE_X000161800"
"284","SRAE_X000136800"
"285","SRAE_1000158800"
"286","SRAE_2000477400"
"287","SRAE_1000191500"
"288","SRAE_X000053900"
"289","SRAE_2000275000"
"290","SRAE_X000073600"
"291","SRAE_1000214500"
"292","SRAE_1000345100"
"293","SRAE_X000197400"
"294","SRAE_2000373800"
"295","SRAE_X000117100"
"296","SRAE_X000129300"
"297","SRAE_2000201200"
"298","SRAE_X000150500"
"299","SRAE_2000146400"
"300","SRAE_2000525200"
"301","SRAE_2000525900"
"302","SRAE_2000448200"
"303","SRAE_X000229700"
"304","SRAE_X000258800"
"305","SRAE_1000062000"
"306","SRAE_X000185400"
"307","SRAE_X000155600"
"308","SRAE_2000452800"
"309","SRAE_2000435500"
"310","SRAE_2000429900"
"311","SRAE_2000501200"
"312","SRAE_X000210400"
"313","SRAE_2000148500"
"314","SRAE_2000239600"
"315","SRAE_2000508400"
"316","SRAE_1000299600"
"317","SRAE_X000035500"
"318","SRAE_1000237700"
"319","SRAE_1000312700"
"320","SRAE_X000039000"
"321","SRAE_X000115900"
"322","SRAE_2000473700"
"323","SRAE_1000042700"
"324","SRAE_2000174800"
"325","SRAE_2000506500"
"326","SRAE_2000398200"
"327","SRAE_X000034600"
"328","SRAE_2000338600"
"329","SRAE_2000521000"
"330","SRAE_2000526400"
"331","SRAE_0000022300"
"332","SRAE_2000445200"
"333","SRAE_2000262500"
"334","SRAE_2000177200"
"335","SRAE_2000128600"
"336","SRAE_X000250000"
"337","SRAE_X000019200"
"338","SRAE_2000357400"
"339","SRAE_2000473600"
"340","SRAE_1000342200"
"341","SRAE_1000348000"
"342","SRAE_1000095000"
"343","SRAE_1000158600"
"344","SRAE_2000430800"
"345","SRAE_2000097200"
"346","SRAE_1000068400"
"347","SRAE_2000367400"
"348","SRAE_2000061100"
"349","SRAE_2000357000"
"350","SRAE_2000357200"
"351","SRAE_2000074700"
"352","SRAE_2000345100"
"353","SRAE_X000197500"
"354","SRAE_X000009700"
"355","SRAE_2000463400"
"356","SRAE_2000053900"
"357","SRAE_1000001800"
"358","SRAE_2000504500"
"359","SRAE_1000151800"
"360","SRAE_2000293900"
"361","SRAE_2000509400"
"362","SRAE_X000136200"
"363","SRAE_1000098500"
"364","SRAE_2000012400"
"365","SRAE_0000079700"
"366","SRAE_X000107700"
"367","SRAE_2000323300"
"368","SRAE_X000147600"
"369","SRAE_1000178500"
"370","SRAE_2000482300"
"371","SRAE_2000054100"
"372","SRAE_X000082400"
"373","SRAE_2000048400"
"374","SRAE_1000024400"
"375","SRAE_X000227400"
"376","SRAE_2000243400"
"377","SRAE_X000245500"
"378","SRAE_X000102600"
"379","SRAE_0000070300"
"380","SRAE_2000249800"
"381","SRAE_2000479900"
"382","SRAE_2000454000"
"383","SRAE_1000093600"
"384","SRAE_X000068900"
"385","SRAE_2000043300"
"386","SRAE_2000052500"
"387","SRAE_1000098400"
"388","SRAE_X000241900"
"389","SRAE_2000361000"
"390","SRAE_X000091200"
"391","SRAE_1000136300"
"392","SRAE_1000049400"
"393","SRAE_X000178500"
"394","SRAE_1000309200"
"395","SRAE_2000111700"
"396","SRAE_1000333900"
"397","SRAE_2000414100"
"398","SRAE_X000009800"
"399","SRAE_2000092700"
"400","SRAE_X000092500"
"401","SRAE_X000011800"
"402","SRAE_1000155800"
"403","SRAE_1000052200"
"404","SRAE_X000107300"
"405","SRAE_2000464800"
"406","SRAE_2000225400"
"407","SRAE_X000213700"
"408","SRAE_2000367000"
"409","SRAE_X000249200"
"410","SRAE_0000079800"
"411","SRAE_X000060100"
"412","SRAE_1000055100"
"413","SRAE_2000298400"
"414","SRAE_1000113500"
"415","SRAE_2000187500"
"416","SRAE_1000004900"
"417","SRAE_2000059700"
"418","SRAE_2000470400"
"419","SRAE_2000093600"
"420","SRAE_2000350000"
"421","SRAE_X000227100"
"422","SRAE_1000268900"
"423","SRAE_2000411900"
"424","SRAE_1000198200"
"425","SRAE_X000234200"
"426","SRAE_2000459800"
"427","SRAE_2000511800"
"428","SRAE_1000252200"
"429","SRAE_1000021900"
"430","SRAE_2000354200"
"431","SRAE_2000000500"
"432","SRAE_2000426500"
"433","SRAE_1000335000"
"434","SRAE_2000008600"
"435","SRAE_2000519300"
"436","SRAE_X000064600"
"437","SRAE_2000510800"
"438","SRAE_1000140800"
"439","SRAE_2000363900"
"440","SRAE_1000255000"
"441","SRAE_2000374900"
"442","SRAE_X000215100"
"443","SRAE_2000422810"
"444","SRAE_1000020000"
"445","SRAE_1000347400"
"446","SRAE_2000436200"
"447","SRAE_X000058900"
"448","SRAE_1000159500"
"449","SRAE_2000411800"
"450","SRAE_X000023400"
"451","SRAE_1000353400"
"452","SRAE_1000037700"
"453","SRAE_X000054300"
"454","SRAE_1000209300"
"455","SRAE_X000241100"
"456","SRAE_2000027200"
"457","SRAE_1000352300"
"458","SRAE_2000190500"
"459","SRAE_1000120400"
"460","SRAE_X000223600"
"461","SRAE_1000033500"
"462","SRAE_2000160400"
"463","SRAE_2000023100"
"464","SRAE_2000449800"
"465","SRAE_M000000013"
"466","SRAE_1000092000"
"467","SRAE_X000216100"
"468","SRAE_2000211900"
"469","SRAE_2000423100"
"470","SRAE_X000089200"
"471","SRAE_X000239200"
"472","SRAE_1000220400"
"473","SRAE_2000114300"
"474","SRAE_1000264000"
"475","SRAE_2000375300"
"476","SRAE_2000491300"
"477","SRAE_2000012000"
"478","SRAE_2000403200"
"479","SRAE_X000088800"
"480","SRAE_2000209800"
"481","SRAE_2000431700"
"482","SRAE_X000175400"
"483","SRAE_2000421600"
"484","SRAE_2000031000"
"485","SRAE_X000149400"
"486","SRAE_1000313400"
"487","SRAE_1000118300"
"488","SRAE_X000121500"
"489","SRAE_2000302100"
"490","SRAE_1000217700"
"491","SRAE_1000107700"
"492","SRAE_2000267500"
"493","SRAE_1000145800"
"494","SRAE_2000088600"
"495","SRAE_2000462600"
"496","SRAE_2000495200"
"497","SRAE_2000002000"
"498","SRAE_2000298100"
"499","SRAE_0000001400"
"500","SRAE_1000305500"
"501","SRAE_X000091100"
"502","SRAE_X000008800"
"503","SRAE_X000202400"
"504","SRAE_2000527200"
"505","SRAE_1000211700"
"506","SRAE_1000013500"
"507","SRAE_X000003800"
"508","SRAE_1000087900"
"509","SRAE_2000014200"
"510","SRAE_0000053000"
"511","SRAE_2000529400"
"512","SRAE_X000225100"
"513","SRAE_2000289500"
"514","SRAE_X000243400"
"515","SRAE_1000214400"
"516","SRAE_2000507400"
"517","SRAE_X000089600"
"518","SRAE_2000477350"
"519","SRAE_2000061900"
"520","SRAE_X000156700"
"521","SRAE_2000214100"
"522","SRAE_1000188500"
"523","SRAE_2000270400"
"524","SRAE_X000238600"
"525","SRAE_2000465000"
"526","SRAE_2000465200"
"527","SRAE_1000280400"
"528","SRAE_1000277400"
"529","SRAE_1000340300"
"530","SRAE_X000217200"
"531","SRAE_2000469300"
"532","SRAE_2000366400"
"533","SRAE_2000508000"
"534","SRAE_1000284300"
"535","SRAE_X000173800"
"536","SRAE_2000230800"
"537","SRAE_1000078200"
"538","SRAE_X000164800"
"539","SRAE_X000159700"
"540","SRAE_2000479200"
"541","SRAE_2000420800"
"542","SRAE_1000281200"
"543","SRAE_2000037200"
"544","SRAE_2000360800"
"545","SRAE_2000455500"
"546","SRAE_1000232800"
"547","SRAE_1000008600"
"548","SRAE_0000008400"
"549","SRAE_1000006800"
"550","SRAE_2000381600"
"551","SRAE_X000054600"
"552","SRAE_1000116700"
"553","SRAE_2000472300"
"554","SRAE_X000038100"
"555","SRAE_X000187200"
"556","SRAE_2000513300"
"557","SRAE_1000184600"
"558","SRAE_2000476100"
"559","SRAE_0000023000"
"560","SRAE_2000412300"
"561","SRAE_2000420300"
"562","SRAE_2000221800"
"563","SRAE_2000202500"
"564","SRAE_X000098000"
"565","SRAE_2000443800"
"566","SRAE_1000241700"
"567","SRAE_1000150900"
"568","SRAE_0000000500"
"569","SRAE_1000213600"
"570","SRAE_2000466600"
"571","SRAE_X000068000"
"572","SRAE_X000104600"
"573","SRAE_2000051000"
"574","SRAE_X000188600"
"575","SRAE_X000108200"
"576","SRAE_2000434800"
"577","SRAE_1000186600"
"578","SRAE_2000495000"
"579","SRAE_X000224850"
"580","SRAE_X000096800"
"581","SRAE_2000453200"
"582","SRAE_X000259300"
"583","SRAE_1000060600"
"584","SRAE_2000058600"
"585","SRAE_2000434300"
"586","SRAE_0000007200"
"587","SRAE_X000251400"
"588","SRAE_0000020500"
"589","SRAE_X000077900"
"590","SRAE_2000378000"
"591","SRAE_1000038100"
"592","SRAE_X000151400"
"593","SRAE_1000001100"
"594","SRAE_2000473300"
"595","SRAE_1000008900"
"596","SRAE_2000344900"
"597","SRAE_X000098400"
"598","SRAE_2000109500"
"599","SRAE_2000463300"
"600","SRAE_2000407600"
"601","SRAE_X000070700"
"602","SRAE_2000377000"
"603","SRAE_2000477500"
"604","SRAE_X000099900"
"605","SRAE_2000225600"
"606","SRAE_1000004100"
"607","SRAE_2000056500"
"608","SRAE_2000183100"
"609","SRAE_2000052200"
"610","SRAE_1000218400"
"611","SRAE_2000218300"
"612","SRAE_X000139000"
"613","SRAE_X000080200"
"614","SRAE_X000187600"
"615","SRAE_2000015700"
"616","SRAE_X000172600"
"617","SRAE_1000355400"
"618","SRAE_1000270300"
"619","SRAE_2000186600"
"620","SRAE_X000153450"
"621","SRAE_2000318900"
"622","SRAE_X000139400"
"623","SRAE_1000081900"
"624","SRAE_2000166700"
"625","SRAE_X000241600"
"626","SRAE_1000234800"
"627","SRAE_X000085000"
"628","SRAE_1000086800"
"629","SRAE_X000121400"
"630","SRAE_X000089100"
"631","SRAE_X000210800"
"632","SRAE_2000437000"
"633","SRAE_X000201500"
"634","SRAE_X000196400"
"635","SRAE_1000216000"
"636","SRAE_0000036550"
"637","SRAE_X000066700"
"638","SRAE_1000255700"
"639","SRAE_0000026650"
"640","SRAE_X000259600"
"641","SRAE_2000489900"
"642","SRAE_1000158100"
"643","SRAE_X000047800"
"644","SRAE_2000190300"
"645","SRAE_1000115000"
"646","SRAE_X000018700"
"647","SRAE_2000370500"
"648","SRAE_1000000500"
"649","SRAE_1000038500"
"650","SRAE_X000084500"
"651","SRAE_0000010400"
"652","SRAE_1000318300"
"653","SRAE_X000133500"
"654","SRAE_X000120300"
"655","SRAE_2000137300"
"656","SRAE_2000249200"
"657","SRAE_1000282100"
"658","SRAE_X000051600"
"659","SRAE_0000026200"
"660","SRAE_2000350600"
"661","SRAE_1000160900"
"662","SRAE_2000457900"
"663","SRAE_X000236100"
"664","SRAE_2000365700"
"665","SRAE_2000494900"
"666","SRAE_X000120100"
"667","SRAE_X000005600"
"668","SRAE_X000027000"
"669","SRAE_X000062000"
"670","SRAE_2000229200"
"671","SRAE_1000316800"
"672","SRAE_1000194700"
"673","SRAE_X000135200"
"674","SRAE_2000054900"
"675","SRAE_1000025100"
"676","SRAE_X000253400"
"677","SRAE_0000022400"
"678","SRAE_X000227000"
"679","SRAE_1000278200"
"680","SRAE_X000015500"
"681","SRAE_X000089900"
"682","SRAE_2000339700"
"683","SRAE_X000194800"
"684","SRAE_2000063800"
"685","SRAE_0000015000"
"686","SRAE_X000093900"
"687","SRAE_2000067300"
"688","SRAE_0000027300"
"689","SRAE_1000215200"
"690","SRAE_2000458700"
"691","SRAE_2000085700"
"692","SRAE_2000304500"
"693","SRAE_1000110000"
"694","SRAE_X000078500"
"695","SRAE_X000207000"
"696","SRAE_2000192900"
"697","SRAE_2000518700"
"698","SRAE_2000421100"
"699","SRAE_1000144900"
"700","SRAE_1000315100"
"701","SRAE_2000362500"
"702","SRAE_1000019200"
"703","SRAE_0000069900"
"704","SRAE_1000151500"
"705","SRAE_0000002900"
"706","SRAE_X000089500"
"707","SRAE_X000100600"
"708","SRAE_X000129700"
"709","SRAE_X000012700"
"710","SRAE_1000353900"
"711","SRAE_X000083600"
"712","SRAE_2000115900"
"713","SRAE_2000356400"
"714","SRAE_2000358000"
"715","SRAE_1000336100"
"716","SRAE_2000082200"
"717","SRAE_0000000900"
"718","SRAE_2000459300"
"719","SRAE_2000287100"
"720","SRAE_2000207300"
"721","SRAE_X000086800"
"722","SRAE_2000396200"
"723","SRAE_1000136700"
"724","SRAE_0000046100"
"725","SRAE_0000046400"
"726","SRAE_2000064200"
"727","SRAE_1000059700"
"728","SRAE_X000082000"
"729","SRAE_2000517400"
"730","SRAE_0000077900"
"731","SRAE_1000012600"
"732","SRAE_1000093400"
"733","SRAE_2000528400"
"734","SRAE_X000187800"
"735","SRAE_2000387500"
"736","SRAE_1000308400"
"737","SRAE_2000155600"
"738","SRAE_2000437800"
"739","SRAE_X000241400"
"740","SRAE_2000340300"
"741","SRAE_2000505000"
"742","SRAE_X000258400"
"743","SRAE_2000123300"
"744","SRAE_2000271000"
"745","SRAE_2000471400"
"746","SRAE_1000011800"
"747","SRAE_X000191000"
"748","SRAE_1000027100"
"749","SRAE_2000522200"
"750","SRAE_2000447200"
"751","SRAE_X000001000"
"752","SRAE_2000168400"
"753","SRAE_2000455700"
"754","SRAE_X000020900"
"755","SRAE_2000370200"
"756","SRAE_X000120500"
"757","SRAE_2000438000"
"758","SRAE_1000155100"
"759","SRAE_2000134600"
"760","SRAE_X000105300"
"761","SRAE_2000436500"
"762","SRAE_1000283000"
"763","SRAE_1000040500"
"764","SRAE_X000000700"
"765","SRAE_1000229000"
"766","SRAE_1000224100"
"767","SRAE_X000197900"
"768","SRAE_1000191800"
"769","SRAE_1000140500"
"770","SRAE_2000474600"
"771","SRAE_2000515200"
"772","SRAE_2000471800"
"773","SRAE_X000045500"
"774","SRAE_1000096900"
"775","SRAE_1000094000"
"776","SRAE_2000001000"
"777","SRAE_2000212500"
"778","SRAE_0000074300"
"779","SRAE_2000522800"
"780","SRAE_1000027700"
"781","SRAE_2000506600"
"782","SRAE_1000066400"
"783","SRAE_1000040400"
"784","SRAE_X000198600"
"785","SRAE_1000011900"
"786","SRAE_1000227100"
"787","SRAE_2000397100"
"788","SRAE_X000002800"
"789","SRAE_2000052400"
"790","SRAE_2000107100"
"791","SRAE_2000003400"
"792","SRAE_X000249500"
"793","SRAE_2000417100"
"794","SRAE_X000123600"
"795","SRAE_X000098600"
"796","SRAE_1000204800"
"797","SRAE_1000034200"
"798","SRAE_X000057500"
"799","SRAE_X000027900"
"800","SRAE_2000272600"
"801","SRAE_X000078200"
"802","SRAE_1000127400"
"803","SRAE_2000152400"
"804","SRAE_X000046100"
"805","SRAE_1000113400"
"806","SRAE_2000033300"
"807","SRAE_2000243500"
"808","SRAE_2000478400"
"809","SRAE_X000241500"
"810","SRAE_2000476200"
"811","SRAE_2000038200"
"812","SRAE_1000061400"
"813","SRAE_2000106700"
"814","SRAE_2000010100"
"815","SRAE_2000210400"
"816","SRAE_2000050600"
"817","SRAE_X000020400"
"818","SRAE_X000121100"
"819","SRAE_X000256000"
"820","SRAE_X000165600"
"821","SRAE_1000300500"
"822","SRAE_X000231800"
"823","SRAE_X000085600"
"824","SRAE_1000002200"
"825","SRAE_2000291100"
"826","SRAE_1000030200"
"827","SRAE_2000243700"
"828","SRAE_X000058600"
"829","SRAE_0000003100"
"830","SRAE_0000027900"
"831","SRAE_2000528300"
"832","SRAE_1000005700"
"833","SRAE_2000449400"
"834","SRAE_2000465800"
"835","SRAE_X000088600"
"836","SRAE_1000259000"
"837","SRAE_X000063800"
"838","SRAE_2000424400"
"839","SRAE_X000185500"
"840","SRAE_2000467300"
"841","SRAE_X000236200"
"842","SRAE_1000262600"
"843","SRAE_0000025400"
"844","SRAE_2000470800"
"845","SRAE_1000142200"
"846","SRAE_X000194200"
"847","SRAE_1000316300"
"848","SRAE_X000084000"
"849","SRAE_1000210600"
"850","SRAE_2000364400"
"851","SRAE_X000107500"
"852","SRAE_X000075400"
"853","SRAE_X000234500"
"854","SRAE_2000129200"
"855","SRAE_1000208200"
"856","SRAE_1000217800"
"857","SRAE_X000062100"
"858","SRAE_X000247900"
"859","SRAE_X000100800"
"860","SRAE_2000086500"
"861","SRAE_X000030700"
"862","SRAE_2000080500"
"863","SRAE_X000213900"
"864","SRAE_1000224000"
"865","SRAE_X000221000"
"866","SRAE_1000022100"
"867","SRAE_2000355100"
"868","SRAE_2000436400"
"869","SRAE_2000304100"
"870","SRAE_2000526600"
"871","SRAE_X000148800"
"872","SRAE_X000119700"
"873","SRAE_X000066900"
"874","SRAE_1000195400"
"875","SRAE_X000089000"
"876","SRAE_2000214800"
"877","SRAE_X000067400"
"878","SRAE_1000215300"
"879","SRAE_2000328300"
"880","SRAE_1000020500"
"881","SRAE_2000053300"
"882","SRAE_2000521700"
"883","SRAE_X000170700"
"884","SRAE_2000448500"
"885","SRAE_X000199500"
"886","SRAE_2000400100"
"887","SRAE_1000223800"
"888","SRAE_2000347400"
"889","SRAE_0000028600"
"890","SRAE_1000255100"
"891","SRAE_X000156800"
"892","SRAE_X000087000"
"893","SRAE_2000167500"
"894","SRAE_X000251500"
"895","SRAE_X000112800"
"896","SRAE_1000223900"
"897","SRAE_2000374000"
"898","SRAE_0000041500"
"899","SRAE_X000192200"
"900","SRAE_1000355700"
"901","SRAE_0000008200"
"902","SRAE_2000017200"
"903","SRAE_X000034200"
"904","SRAE_1000291500"
"905","SRAE_X000137700"
"906","SRAE_1000039800"
"907","SRAE_X000111400"
"908","SRAE_2000259900"
"909","SRAE_X000155700"
"910","SRAE_X000224500"
"911","SRAE_2000467400"
"912","SRAE_2000511900"
"913","SRAE_1000041300"
"914","SRAE_2000181200"
"915","SRAE_0000037500"
"916","SRAE_2000390300"
"917","SRAE_X000239600"
"918","SRAE_2000202800"
"919","SRAE_1000000900"
"920","SRAE_2000140900"
"921","SRAE_X000200800"
"922","SRAE_X000085200"
"923","SRAE_1000332800"
"924","SRAE_0000009900"
"925","SRAE_2000483500"
"926","SRAE_2000326100"
"927","SRAE_2000440400"
"928","SRAE_2000360100"
"929","SRAE_2000525000"
"930","SRAE_2000491000"
"931","SRAE_2000223900"
"932","SRAE_2000467600"
"933","SRAE_2000383100"
"934","SRAE_2000354900"
"935","SRAE_X000091400"
"936","SRAE_X000048200"
"937","SRAE_0000024900"
"938","SRAE_2000116600"
"939","SRAE_X000120700"
"940","SRAE_2000001400"
"941","SRAE_1000075800"
"942","SRAE_2000191200"
"943","SRAE_X000141500"
"944","SRAE_2000170700"
"945","SRAE_1000042300"
"946","SRAE_2000253200"
"947","SRAE_0000077600"
"948","SRAE_1000263300"
"949","SRAE_0000002000"
"950","SRAE_2000515400"
"951","SRAE_0000025800"
"952","SRAE_1000098200"
"953","SRAE_1000317600"
"954","SRAE_2000491800"
"955","SRAE_2000384000"
"956","SRAE_X000067000"
"957","SRAE_2000133000"
"958","SRAE_2000440500"
"959","SRAE_2000173900"
"960","SRAE_2000507500"
"961","SRAE_1000184900"
"962","SRAE_1000136900"
"963","SRAE_0000056800"
"964","SRAE_0000027000"
"965","SRAE_2000529000"
"966","SRAE_2000503600"
"967","SRAE_1000005100"
"968","SRAE_2000258200"
"969","SRAE_2000307200"
"970","SRAE_X000158100"
"971","SRAE_X000014800"
"972","SRAE_X000213200"
"973","SRAE_2000444700"
"974","SRAE_2000431300"
"975","SRAE_2000159000"
"976","SRAE_2000119000"
"977","SRAE_0000003600"
"978","SRAE_1000288200"
"979","SRAE_2000420400"
"980","SRAE_0000033800"
"981","SRAE_2000464700"
"982","SRAE_1000094100"
"983","SRAE_0000004400"
"984","SRAE_2000252900"
"985","SRAE_2000156300"
"986","SRAE_1000238100"
"987","SRAE_X000196900"
"988","SRAE_2000230400"
"989","SRAE_1000179600"
"990","SRAE_X000093100"
"991","SRAE_1000032600"
"992","SRAE_1000260300"
"993","SRAE_X000218300"
"994","SRAE_1000291600"
"995","SRAE_2000070600"
"996","SRAE_2000467700"
"997","SRAE_1000325000"
"998","SRAE_2000299200"
"999","SRAE_1000099800"
